phone,gender,age,state,region,income,incomeGroup,maritalStatus,employment,education,ethnicity,hispanic,product_purchased
,Male,74,NEW YORK,Northeast,"$125,000 to $149,999","$125,000 to $149,999",Married,Retired,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,65,LOUISIANA,South,"$100,000 to $124,999","$100,000 to $124,999",Married,Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,77,ALASKA,West,"$100,000 to $124,999","$100,000 to $124,999",Married,Employed part time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,57,FLORIDA,South,"$85,000 to $89,999","$75,000 to $99,999",Married,Self-employed full-time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,35,TENNESSEE,South,"$175,000 to $199,999","$150,000 or more",Married,Employed full time,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,66,FLORIDA,South,"$75,000 to $79,999","$75,000 to $99,999",Married,Self-employed full-time,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,71,FLORIDA,South,"$50,000 to $54,999","$50,000 to $74,999","Separated, divorced or widowed",Temporarily unemployed,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,65,FLORIDA,South,"$95,000 to $99,999","$75,000 to $99,999",Married,Retired,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,74,INDIANA,Midwest,"$50,000 to $54,999","$50,000 to $74,999",Married,Employed part time,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,52,ILLINOIS,Midwest,"$50,000 to $54,999","$50,000 to $74,999","Separated, divorced or widowed",Employed full time,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,67,WEST VIRGINIA,South,"$80,000 to $84,999","$75,000 to $99,999","Single, never married",Employed part time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,54,CALIFORNIA,West,"$95,000 to $99,999","$75,000 to $99,999",Married,Employed full time,Bachelor's degree,Asian - Asian Indian,"No, not of Hispanic, Latino, or Spanish origin",
,Male,67,INDIANA,Midwest,"$80,000 to $84,999","$75,000 to $99,999","Single, never married",Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,72,NEW YORK,Northeast,"$125,000 to $149,999","$125,000 to $149,999","Single, never married",Employed full time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,81,ILLINOIS,Midwest,"$100,000 to $124,999","$100,000 to $124,999",Married,Retired,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,65,COLORADO,West,"$65,000 to $69,999","$50,000 to $74,999",Married,Employed full time,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,41,FLORIDA,South,"$70,000 to $74,999","$50,000 to $74,999",Married,Temporarily unemployed,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,45,CALIFORNIA,West,"$85,000 to $89,999","$75,000 to $99,999",Married,Full-time homemaker,Bachelor's degree,Asian - Asian Indian,"No, not of Hispanic, Latino, or Spanish origin",
,Male,63,INDIANA,Midwest,"$125,000 to $149,999","$125,000 to $149,999",Married,Employed part time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,62,NORTH CAROLINA,South,"$100,000 to $124,999","$100,000 to $124,999",Married,Retired,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,83,NEW JERSEY,Northeast,"$95,000 to $99,999","$75,000 to $99,999",Married,Retired,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,46,WISCONSIN,Midwest,"$150,000 to $174,999","$150,000 or more",Married,Employed full time,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,72,NEW YORK,Northeast,"$150,000 to $174,999","$150,000 or more",Married,Retired,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,73,ALABAMA,South,"$100,000 to $124,999","$100,000 to $124,999",Married,Retired,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,64,MISSISSIPPI,South,"$75,000 to $79,999","$75,000 to $99,999",Married,Employed part time,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,79,NEW JERSEY,Northeast,"$70,000 to $74,999","$50,000 to $74,999","Separated, divorced or widowed",Retired,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,73,MISSOURI,Midwest,"$100,000 to $124,999","$100,000 to $124,999",Married,Retired,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,68,MICHIGAN,Midwest,"$80,000 to $84,999","$75,000 to $99,999",Married,Retired,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,75,MASSACHUSETTS,Northeast,"$55,000 to $59,999","$50,000 to $74,999",Married,Retired,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,79,NEW YORK,Northeast,"$60,000 to $64,999","$50,000 to $74,999",Married,Retired,Bachelor's degree,Asian - Asian Indian,"No, not of Hispanic, Latino, or Spanish origin",
,Male,66,NEW YORK,Northeast,"$75,000 to $79,999","$75,000 to $99,999",Married,Employed part time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,70,COLORADO,West,"$75,000 to $79,999","$75,000 to $99,999","Separated, divorced or widowed",Retired,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,72,UTAH,West,"$75,000 to $79,999","$75,000 to $99,999",Married,Retired,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,66,PENNSYLVANIA,Northeast,"$50,000 to $54,999","$50,000 to $74,999","Single, never married",Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,68,TENNESSEE,South,"$55,000 to $59,999","$50,000 to $74,999",Married,Full-time homemaker,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,52,KANSAS,Midwest,"$100,000 to $124,999","$100,000 to $124,999","Single, never married",Self-employed full-time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,59,GEORGIA,South,"$150,000 to $174,999","$150,000 or more",Married,Self-employed part-time,Doctorate degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,69,CONNECTICUT,Northeast,"$100,000 to $124,999","$100,000 to $124,999",Married,Retired,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,76,MISSOURI,Midwest,"$75,000 to $79,999","$75,000 to $99,999",Married,Retired,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,65,MASSACHUSETTS,Northeast,"$95,000 to $99,999","$75,000 to $99,999","Separated, divorced or widowed",Employed full time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,64,TEXAS,South,"$50,000 to $54,999","$50,000 to $74,999",Domestic partnership/living with someone,Self-employed full-time,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,67,NEVADA,West,"$75,000 to $79,999","$75,000 to $99,999",Domestic partnership/living with someone,Employed full time,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,79,NEW JERSEY,Northeast,"$65,000 to $69,999","$50,000 to $74,999",Married,Retired,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,63,TEXAS,South,"$95,000 to $99,999","$75,000 to $99,999",Married,Self-employed part-time,"Completed some college, but no degree","Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,60,TEXAS,South,"$55,000 to $59,999","$50,000 to $74,999",Married,Retired,Associate's degree,White,"Yes, Mexican, Mexican American, Chicano",
,Female,68,FLORIDA,South,"$125,000 to $149,999","$125,000 to $149,999",Married,Retired,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,71,ARIZONA,West,"$95,000 to $99,999","$75,000 to $99,999","Single, never married",Self-employed part-time,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,46,ARIZONA,West,"$150,000 to $174,999","$150,000 or more","Separated, divorced or widowed",Retired,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,39,TENNESSEE,South,"$100,000 to $124,999","$100,000 to $124,999",Married,Employed full time,Other post high school vocational training,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,69,ARIZONA,West,"$50,000 to $54,999","$50,000 to $74,999",Married,Retired,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,61,OHIO,Midwest,"$85,000 to $89,999","$75,000 to $99,999","Separated, divorced or widowed",Employed full time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,71,VIRGINIA,South,"$90,000 to $94,999","$75,000 to $99,999",Married,Retired,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,55,WISCONSIN,Midwest,"$85,000 to $89,999","$75,000 to $99,999","Single, never married",Employed full time,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,52,OHIO,Midwest,"$200,000 to $249,999","$150,000 or more",Married,Employed full time,Bachelor's degree,White,"Yes, Mexican, Mexican American, Chicano",
,Female,37,VIRGINIA,South,"$100,000 to $124,999","$100,000 to $124,999",Married,Employed full time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,71,NEW JERSEY,Northeast,"$100,000 to $124,999","$100,000 to $124,999",Married,Full-time homemaker,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,62,NORTH CAROLINA,South,"$85,000 to $89,999","$75,000 to $99,999","Separated, divorced or widowed",Employed part time,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,79,COLORADO,West,"$125,000 to $149,999","$125,000 to $149,999","Separated, divorced or widowed",Retired,Associate's degree,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,85,IDAHO,West,"$65,000 to $69,999","$50,000 to $74,999","Separated, divorced or widowed",Retired,"Completed some college, but no degree","Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,62,MISSISSIPPI,South,"$50,000 to $54,999","$50,000 to $74,999",Married,Employed part time,Master's or professional degree,Asian - Asian Indian,"No, not of Hispanic, Latino, or Spanish origin",
,Female,47,IOWA,Midwest,"$250,000 and above","$150,000 or more",Married,Self-employed full-time,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,56,NEW YORK,Northeast,"$60,000 to $64,999","$50,000 to $74,999",Married,Full-time homemaker,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,61,ARIZONA,West,"$60,000 to $64,999","$50,000 to $74,999","Separated, divorced or widowed",Retired,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,43,NORTH CAROLINA,South,"$55,000 to $59,999","$50,000 to $74,999",Married,Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,52,GEORGIA,South,"$50,000 to $54,999","$50,000 to $74,999",Domestic partnership/living with someone,Retired,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,62,PENNSYLVANIA,Northeast,"$65,000 to $69,999","$50,000 to $74,999","Single, never married",Employed full time,Master's or professional degree,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,43,NORTH CAROLINA,South,"$100,000 to $124,999","$100,000 to $124,999",Married,Employed full time,Bachelor's degree,Asian - Asian Indian,"No, not of Hispanic, Latino, or Spanish origin",
,Female,59,NEW YORK,Northeast,"$175,000 to $199,999","$150,000 or more",Married,Employed part time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,45,VIRGINIA,South,"$50,000 to $54,999","$50,000 to $74,999",Married,Temporarily unemployed,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,54,NEW YORK,Northeast,"$50,000 to $54,999","$50,000 to $74,999",Married,Self-employed full-time,High school graduate,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,42,CALIFORNIA,West,"$60,000 to $64,999","$50,000 to $74,999","Single, never married",Employed full time,"Completed some college, but no degree","Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Male,52,OHIO,Midwest,"$100,000 to $124,999","$100,000 to $124,999","Single, never married",Retired,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,63,CALIFORNIA,West,"$70,000 to $74,999","$50,000 to $74,999",Married,Retired,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,50,OKLAHOMA,South,"$100,000 to $124,999","$100,000 to $124,999",Married,Full-time homemaker,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,70,WISCONSIN,Midwest,"$80,000 to $84,999","$75,000 to $99,999",Married,Retired,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,67,ILLINOIS,Midwest,"$60,000 to $64,999","$50,000 to $74,999","Separated, divorced or widowed",Retired,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,56,TEXAS,South,"$200,000 to $249,999","$150,000 or more",Married,Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,36,FLORIDA,South,"$200,000 to $249,999","$150,000 or more",Married,Employed full time,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,52,PENNSYLVANIA,Northeast,"$50,000 to $54,999","$50,000 to $74,999",Married,Employed part time,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,56,INDIANA,Midwest,"$150,000 to $174,999","$150,000 or more",Married,Employed full time,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,45,VIRGINIA,South,"$150,000 to $174,999","$150,000 or more",Married,Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,61,INDIANA,Midwest,"$50,000 to $54,999","$50,000 to $74,999",Married,Full-time homemaker,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,42,NEW YORK,Northeast,"$50,000 to $54,999","$50,000 to $74,999",Domestic partnership/living with someone,Employed full time,High school graduate,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,59,NEBRASKA,Midwest,"$175,000 to $199,999","$150,000 or more",Married,Employed full time,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,39,PENNSYLVANIA,Northeast,"$100,000 to $124,999","$100,000 to $124,999",Married,Full-time homemaker,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,42,MICHIGAN,Midwest,"$60,000 to $64,999","$50,000 to $74,999",Married,Employed part time,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,49,MAINE,Northeast,"$100,000 to $124,999","$100,000 to $124,999","Single, never married",Self-employed full-time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,46,FLORIDA,South,"$60,000 to $64,999","$50,000 to $74,999",Married,Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,48,HAWAII,West,"$200,000 to $249,999","$150,000 or more",Married,Employed full time,Master's or professional degree,Asian - Asian Indian,"No, not of Hispanic, Latino, or Spanish origin",
,Female,61,WISCONSIN,Midwest,"$50,000 to $54,999","$50,000 to $74,999",Domestic partnership/living with someone,Disabled,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,62,NORTH CAROLINA,South,"$125,000 to $149,999","$125,000 to $149,999",Married,Retired,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,77,TEXAS,South,"$55,000 to $59,999","$50,000 to $74,999","Separated, divorced or widowed",Retired,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,64,SOUTH CAROLINA,South,"$175,000 to $199,999","$150,000 or more",Married,Employed full time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,67,VIRGINIA,South,"$55,000 to $59,999","$50,000 to $74,999",Married,Retired,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,57,FLORIDA,South,"$80,000 to $84,999","$75,000 to $99,999",Married,Employed full time,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,44,NEVADA,West,"$175,000 to $199,999","$150,000 or more",Married,Employed part time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,55,TENNESSEE,South,"$150,000 to $174,999","$150,000 or more",Married,Employed part time,Bachelor's degree,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,46,CONNECTICUT,Northeast,"$50,000 to $54,999","$50,000 to $74,999",Married,Bringing up a family,Bachelor's degree,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Male,54,WISCONSIN,Midwest,"$250,000 and above","$150,000 or more","Single, never married",Disabled,Associate's degree,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,64,PENNSYLVANIA,Northeast,"$75,000 to $79,999","$75,000 to $99,999","Single, never married",Retired,Bachelor's degree,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Male,45,KENTUCKY,South,"$100,000 to $124,999","$100,000 to $124,999",Married,Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,42,OHIO,Midwest,"$95,000 to $99,999","$75,000 to $99,999","Single, never married",Employed part time,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,57,KENTUCKY,South,"$60,000 to $64,999","$50,000 to $74,999",Married,Employed full time,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,57,ARIZONA,West,"$50,000 to $54,999","$50,000 to $74,999",Married,Employed full time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,61,IOWA,Midwest,"$90,000 to $94,999","$75,000 to $99,999",Married,Retired,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,48,INDIANA,Midwest,"$50,000 to $54,999","$50,000 to $74,999","Single, never married",Leave of Absence,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,50,TEXAS,South,"$55,000 to $59,999","$50,000 to $74,999","Single, never married",Disabled,"Completed some college, but no degree","Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,54,OHIO,Midwest,"$50,000 to $54,999","$50,000 to $74,999",Domestic partnership/living with someone,Unable to work,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,40,GEORGIA,South,"$60,000 to $64,999","$50,000 to $74,999","Single, never married",Self-employed full-time,"Completed some college, but no degree","Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,58,GEORGIA,South,"$75,000 to $79,999","$75,000 to $99,999",Married,Employed part time,Associate's degree,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Male,69,MINNESOTA,Midwest,"$85,000 to $89,999","$75,000 to $99,999",Married,Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,64,VIRGINIA,South,"$70,000 to $74,999","$50,000 to $74,999",Married,Retired,Bachelor's degree,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Male,52,NEVADA,West,"$100,000 to $124,999","$100,000 to $124,999",Domestic partnership/living with someone,Self-employed full-time,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,80,CALIFORNIA,West,"$55,000 to $59,999","$50,000 to $74,999","Separated, divorced or widowed",Retired,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,41,NORTH CAROLINA,South,"$125,000 to $149,999","$125,000 to $149,999",Married,Employed full time,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,51,MISSOURI,Midwest,"$60,000 to $64,999","$50,000 to $74,999",Domestic partnership/living with someone,Employed full time,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,79,ARIZONA,West,"$55,000 to $59,999","$50,000 to $74,999",Married,Retired,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,80,FLORIDA,South,"$80,000 to $84,999","$75,000 to $99,999",Married,Retired,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,36,CALIFORNIA,West,"$50,000 to $54,999","$50,000 to $74,999","Single, never married",Employed full time,Associate's degree,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,77,WASHINGTON,West,"$60,000 to $64,999","$50,000 to $74,999","Separated, divorced or widowed",Self-employed full-time,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,46,NEW YORK,Northeast,"$60,000 to $64,999","$50,000 to $74,999",Married,Employed full time,"Completed some college, but no degree","Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,65,PENNSYLVANIA,Northeast,"$50,000 to $54,999","$50,000 to $74,999",Married,Full-time homemaker,Master's or professional degree,Asian - Asian Indian,"No, not of Hispanic, Latino, or Spanish origin",
,Male,66,MICHIGAN,Midwest,"$80,000 to $84,999","$75,000 to $99,999",Married,Retired,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,80,TEXAS,South,"$50,000 to $54,999","$50,000 to $74,999",Married,Retired,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,35,GEORGIA,South,"$250,000 and above","$150,000 or more",Married,Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,71,MARYLAND,South,"$50,000 to $54,999","$50,000 to $74,999",Married,Temporarily unemployed,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,77,MICHIGAN,Midwest,"$150,000 to $174,999","$150,000 or more",Married,Disabled,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,79,MARYLAND,West,"$150,000 to $174,999","$150,000 or more",Married,Retired,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,71,NEW YORK,Northeast,"$50,000 to $54,999","$50,000 to $74,999","Separated, divorced or widowed",Employed part time,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,75,PENNSYLVANIA,Northeast,"$80,000 to $84,999","$75,000 to $99,999",Married,Retired,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,43,MARYLAND,South,"$55,000 to $59,999","$50,000 to $74,999","Single, never married",Employed full time,Bachelor's degree,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Male,36,FLORIDA,South,"$100,000 to $124,999","$100,000 to $124,999","Single, never married",Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,39,VIRGINIA,South,"$150,000 to $174,999","$150,000 or more",Married,Employed full time,Bachelor's degree,Asian - Asian Indian,"No, not of Hispanic, Latino, or Spanish origin",
,Male,49,NEVADA,West,"$70,000 to $74,999","$50,000 to $74,999","Single, never married",Retired,Bachelor's degree,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,40,FLORIDA,South,"$100,000 to $124,999","$100,000 to $124,999",Domestic partnership/living with someone,Self-employed part-time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,82,MASSACHUSETTS,Northeast,"$50,000 to $54,999","$50,000 to $74,999","Separated, divorced or widowed",Retired,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,69,OHIO,Midwest,"$60,000 to $64,999","$50,000 to $74,999",Domestic partnership/living with someone,Employed part time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,35,FLORIDA,South,"$65,000 to $69,999","$50,000 to $74,999","Single, never married",Temporarily unemployed,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,69,TENNESSEE,South,"$60,000 to $64,999","$50,000 to $74,999",Married,Disabled,Bachelor's degree,American Indian or Alaska Native,"No, not of Hispanic, Latino, or Spanish origin",
,Male,76,TEXAS,South,"$60,000 to $64,999","$50,000 to $74,999",Married,Retired,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,46,MISSOURI,Midwest,"$65,000 to $69,999","$50,000 to $74,999",Domestic partnership/living with someone,Employed full time,Associate's degree,Asian - Filipino,"No, not of Hispanic, Latino, or Spanish origin",
,Female,69,MISSOURI,Midwest,"$150,000 to $174,999","$150,000 or more",Married,Employed part time,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,71,VIRGINIA,South,"$80,000 to $84,999","$75,000 to $99,999",Married,Retired,High school graduate,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Male,84,OHIO,Midwest,"$75,000 to $79,999","$75,000 to $99,999",Married,Retired,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,68,SOUTH DAKOTA,Midwest,"$65,000 to $69,999","$50,000 to $74,999",Married,Retired,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,90,NEW HAMPSHIRE,Northeast,"$50,000 to $54,999","$50,000 to $74,999","Separated, divorced or widowed",Retired,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,80,MASSACHUSETTS,Northeast,"$85,000 to $89,999","$75,000 to $99,999","Separated, divorced or widowed",Retired,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,43,NEW JERSEY,Northeast,"$100,000 to $124,999","$100,000 to $124,999",Married,Employed part time,Master's or professional degree,Asian - Filipino,"No, not of Hispanic, Latino, or Spanish origin",
,Female,36,WEST VIRGINIA,South,"$75,000 to $79,999","$75,000 to $99,999",Married,Full-time homemaker,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,68,NEW YORK,Northeast,"$50,000 to $54,999","$50,000 to $74,999","Separated, divorced or widowed",Retired,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,69,CALIFORNIA,West,"$75,000 to $79,999","$75,000 to $99,999",Domestic partnership/living with someone,Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,39,MINNESOTA,Midwest,"$50,000 to $54,999","$50,000 to $74,999","Separated, divorced or widowed",Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,76,FLORIDA,South,"$175,000 to $199,999","$150,000 or more","Separated, divorced or widowed",Retired,Bachelor's degree,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Male,64,LOUISIANA,South,"$60,000 to $64,999","$50,000 to $74,999",Married,Employed full time,High school graduate,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,55,FLORIDA,South,"$50,000 to $54,999","$50,000 to $74,999",Engaged,Leave of Absence,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,59,NORTH CAROLINA,South,"$95,000 to $99,999","$75,000 to $99,999",Married,Employed full time,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,49,TEXAS,South,"$75,000 to $79,999","$75,000 to $99,999",Married,Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,60,MONTANA,West,"$65,000 to $69,999","$50,000 to $74,999","Separated, divorced or widowed",Employed full time,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,59,NEW JERSEY,Northeast,"$85,000 to $89,999","$75,000 to $99,999",Married,Retired,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,41,NEW YORK,Northeast,"$80,000 to $84,999","$75,000 to $99,999",Married,Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
